C_CI	HH_0	H_CI	H_EN	H_EWG	H_HH	H_IWG	H_PH	H_PTC	H_ci	H_en	H_hh	H_ptc	H_wg	PTC_0	alpha_CIwg	alpha_WGwg	kappa_Bci	kappa_CIptc	kappa_CIwg	kappa_CNen	kappa_CNhh	kappa_CNptc	kappa_CNwg	kappa_ENci	kappa_ENhh	kappa_PTCCI	kappa_PTCHH	kappa_WGen	kappa_WGwg	nu_Bci	nu_CIptc	nu_CIwg	nu_CNen	nu_CNhh	nu_CNptc	nu_CNwg	nu_ENci	nu_ENhh	nu_PTCCI	nu_WGen	nu_WGwg	r_EndoWG	r_ExoWG	r_LMxferHH	r_LMxferPTC	r_LMxferWG	r_MxferWG	class
0.0368539	6.90094	88.7085	91.414	51.691	98.5925	93.7096	63.2447	82.4371	81.0983	86.3094	14.3847	9.86555	26.7853	55.0172	4.53163	1.05638	0.0348347	0.0113964	0.110666	0.0423395	0.156362	0.011271	0.0227575	0.00912375	0.00986518	0.0265882	0.399175	0.0202083	0.00541862	1.9261	6.06955	6.75963	6.20606	3.36509	6.51763	4.69182	1.50135	4.19281	3.63467	8.80198	5.01252	0.032869	0.333898	0.178662	0.00157203	0.066616	0.701427	0
0.0121979	3.51292	42.9037	12.4524	73.8651	72.0322	91.6287	50.5573	51.8095	33.1775	50.2559	18.717	95.6312	96.9394	59.06	3.23065	2.04572	0.428652	0.00265944	0.735501	0.045946	0.16261	0.00551535	0.0674268	0.00115544	0.0595364	0.00402984	0.0416236	0.0179135	0.0178789	9.9724	1.68515	5.45461	7.19354	4.79978	2.17634	6.65318	6.05054	3.23491	7.22663	5.40093	2.50412	0.0124963	0.0019928	0.024226	0.109195	0.00170026	0.259396	0
0.404199	712.813	18.1397	82.0644	38.7785	12.629	16.861	61.1812	46.1467	87.3663	61.5831	95.5047	31.1496	46.4012	3.02538	1.07112	7.49176	0.921893	0.00201768	0.0132107	0.0192209	0.0034713	0.270941	0.00192304	0.053423	0.00154805	0.337032	0.303868	0.00534373	0.114797	6.68362	5.76909	9.51004	2.27895	1.70386	8.1269	6.20572	3.30047	3.62281	6.28459	9.6118	1.35118	0.0712754	0.00393822	0.0547932	0.00641662	0.0103572	0.0332657	0
0.00213304	3.10538	38.3258	8.20797	87.6165	31.7008	43.9529	61.3722	32.6384	52.8612	28.1771	47.5632	80.6857	61.0713	198.275	1.74557	1.47385	0.00553949	0.725656	0.28124	0.00387865	0.0134677	0.0023703	0.337973	0.00259477	0.00743374	0.00201511	0.00165584	0.00807525	0.00518088	1.78954	9.22963	4.43557	8.39244	5.4497	9.5462	3.68195	6.43895	4.92281	2.81302	5.7795	8.15262	0.0690727	0.0251025	0.0348506	0.323234	0.0246312	0.0114651	0
0.20433	5.23181	46.7169	15.8504	32.9568	58.1343	30.4634	87.3283	89.9003	76.9631	57.7637	58.6587	29.2296	28.3732	363.628	3.71767	2.00388	0.305972	0.0681722	0.00168934	0.0372343	0.0128673	0.00124313	0.00246536	0.00131335	0.389551	0.452975	0.257631	0.00517843	0.272716	8.34625	9.62973	2.5418	3.71242	9.25547	7.50075	7.36097	3.84659	7.62913	9.98992	6.40871	6.44858	0.049725	0.0243165	0.00358796	0.00302309	0.00301048	0.521519	0
0.0206364	4.28973	48.1588	45.2619	79.7355	56.8846	11.1351	25.1549	68.6427	46.3695	44.0209	81.1197	76.695	9.88461	442.917	6.15857	1.45826	0.00656188	0.100725	0.0586753	0.00400632	0.424215	0.0231342	0.00661274	0.0998662	0.00222904	0.310137	0.0265264	0.0150557	0.0174044	7.48229	2.82058	1.7323	1.84806	9.83537	8.04837	1.2015	8.24528	2.60157	7.35806	1.13553	8.02506	0.04185	0.625512	0.904566	0.00314324	0.432796	0.132037	0
0.120166	3.08457	50.8538	98.6892	86.1141	34.2398	62.1213	62.5202	90.2896	55.332	65.6233	96.781	24.9609	46.1146	163.905	2.88009	6.32335	0.0260972	0.927867	0.00622388	0.00604702	0.0336189	0.34809	0.0140812	0.00104852	0.00340918	0.026324	0.702391	0.00313219	0.00223619	4.90516	6.00057	6.71457	2.43943	6.21227	5.59803	6.54624	9.62541	9.37266	6.01724	1.87592	9.52947	0.0288831	0.340561	0.00903023	0.0360726	0.0264889	0.967932	0
0.0110306	374.654	14.6063	59.4227	41.0148	21.5594	62.4569	38.9895	78.5667	18.7771	19.9348	64.7471	31.2504	51.7527	478.216	1.93407	2.6361	0.171678	0.00695152	0.767946	0.0793923	0.0325478	0.0570672	0.172931	0.00229507	0.142358	0.131037	0.320891	0.375439	0.00236032	6.95301	5.58891	9.87735	5.79198	4.58729	9.65655	6.81935	8.91788	8.15551	1.93675	3.55675	7.90096	0.0428452	0.277227	0.00392958	0.316256	0.451937	0.0117829	0
0.00359699	4.4378	48.1563	5.20015	89.3364	33.2375	38.3913	33.2583	36.3423	73.88	99.5915	6.44084	6.28078	43.3389	49.3033	1.32064	8.61058	0.00320473	0.19885	0.0188249	0.112133	0.185267	0.0844376	0.565053	0.00664509	0.00933623	0.0347949	0.00206626	0.230758	0.108842	8.47914	8.94287	7.20431	4.25338	2.89173	9.82339	1.97496	9.16481	5.82439	4.33949	7.15078	1.83052	0.00807061	0.00452913	0.0116999	0.00559483	0.0279819	0.271917	0
0.0085312	123.753	64.6204	27.393	71.6602	61.9635	58.1928	44.3385	47.3364	21.5058	98.4099	85.3947	51.6311	86.5773	461.274	6.07176	6.35981	0.0357708	0.58527	0.00523831	0.839202	0.0015396	0.0018471	0.0177434	0.180348	0.00161162	0.0162791	0.117605	0.0137257	0.0142618	3.36865	3.97335	3.6654	9.54633	6.45956	7.41423	6.35157	8.56368	9.39566	5.00487	9.36299	7.89945	0.0273665	0.0220713	0.00322742	0.0215612	0.99038	0.00598093	0
0.494175	106.669	78.4462	84.9014	54.3544	18.4849	74.9504	46.3127	74.4893	16.2081	7.75929	58.7222	42.5863	64.4082	26.6106	2.91245	2.93942	0.00143944	0.0754999	0.0261114	0.366978	0.0015151	0.00591966	0.00337472	0.0841219	0.0243789	0.513712	0.0756968	0.00848253	0.0103743	7.76388	6.09135	7.56552	5.49162	5.00816	8.35437	1.15852	4.71895	2.2578	3.83635	6.18321	6.85747	0.0155624	0.00628862	0.0791008	0.00170507	0.00319625	0.125812	0
0.0177812	179.009	9.40494	88.8272	89.1697	49.2699	90.7992	17.1828	20.2887	25.8881	42.3043	6.84098	75.6091	53.8948	3.47144	2.53741	4.24442	0.0499668	0.0233581	0.149067	0.339538	0.19813	0.177358	0.0249432	0.267487	0.0153088	0.00784764	0.0067151	0.00199358	0.0196599	1.26146	5.43128	1.7147	6.98353	9.16337	5.9082	5.90067	4.26133	2.55657	5.19713	2.12484	8.54544	0.0109016	0.216572	0.229772	0.762226	0.00241974	0.00309627	0
0.219112	870.362	89.3083	40.3414	8.2917	66.2322	75.138	8.52211	56.6848	88.7059	52.7822	80.3524	98.3524	46.6401	635.184	1.14494	3.98162	0.59844	0.0445588	0.429253	0.0539255	0.0843487	0.00342308	0.0105997	0.00551406	0.0161338	0.00225598	0.00711945	0.0246959	0.017664	3.62864	7.07251	3.28613	1.6606	4.66176	9.65909	1.37906	9.81245	4.46099	1.52144	5.94497	4.17859	0.0055766	0.0346397	0.0023306	0.236718	0.893695	0.138262	0
0.0766089	10.3186	30.6804	85.0123	88.3441	56.4696	13.243	38.3629	79.3751	64.1959	21.171	26.9344	10.0472	82.5692	54.0104	6.43058	3.27379	0.402077	0.956333	0.384441	0.712791	0.13891	0.00400642	0.101073	0.539058	0.00793544	0.00237209	0.819075	0.393599	0.0240737	7.22711	3.39901	4.98683	4.5184	3.43113	5.42419	4.29673	2.49695	2.99339	2.32386	8.15739	5.13857	0.00210326	0.255852	0.00599776	0.00329546	0.0025416	0.00738237	0
0.0625392	939.026	90.2196	84.6169	52.091	94.0152	99.7617	13.5173	8.55079	60.9774	87.7591	79.7	17.2432	72.9933	727.679	8.83835	1.81709	0.00857502	0.0494581	0.0344772	0.205209	0.00131343	0.979068	0.0561622	0.639146	0.224169	0.209436	0.0587654	0.156052	0.0874038	4.54576	5.72179	6.70621	9.18448	5.45803	5.09796	2.04564	6.28997	5.3306	3.73501	7.98338	5.09057	0.0310533	0.0029069	0.0474471	0.00189059	0.863682	0.0865996	0
0.0014648	4.32491	79.8944	22.9777	42.7962	92.987	44.8702	74.1608	72.0443	59.1796	29.1677	45.4758	57.8363	16.9589	43.0765	9.78129	6.36703	0.144913	0.416133	0.0229607	0.00157025	0.0911496	0.084893	0.0745566	0.00104895	0.0786727	0.00216776	0.161992	0.00128648	0.00628078	4.64141	2.04571	6.14481	1.01357	4.22882	4.28398	3.08292	6.07372	7.75134	8.80064	7.42318	7.42505	0.00484515	0.152963	0.758078	0.017444	0.524561	0.0948598	0
0.117863	13.2312	79.6167	27.262	38.8634	60.8804	24.8468	89.2188	68.4662	28.364	94.6091	60.8747	22.0866	58.2353	136.282	4.42572	1.3019	0.501366	0.00916272	0.0303479	0.00173406	0.00266742	0.00523614	0.00563841	0.00224161	0.00738671	0.902361	0.0117624	0.206203	0.00263782	7.49536	5.43948	5.63964	6.92971	3.2399	2.37229	2.19129	7.5143	8.73404	6.8998	3.13125	8.35744	0.00153953	0.0217335	0.533488	0.248171	0.3806	0.0815756	0
0.00766757	3.55912	62.2957	16.6069	72.4446	25.6765	56.0494	30.4979	64.514	32.0316	96.5332	29.2371	41.604	43.0124	4.96235	2.62589	7.50145	0.314805	0.0397257	0.646871	0.08278	0.0586695	0.0238357	0.00587587	0.0406254	0.00791564	0.00824641	0.015126	0.126971	0.474538	4.38919	8.68482	2.78105	3.21094	4.9673	4.45171	2.54834	2.00074	8.68761	9.11248	3.62485	2.56716	0.0433163	0.0047524	0.00145784	0.712458	0.1266	0.810981	0
0.774774	3.19655	8.80593	55.9569	47.3279	13.9109	12.7892	74.7341	28.602	55.9192	89.336	23.2145	95.4637	19.5294	354.257	7.75412	1.49586	0.00125209	0.0909995	0.0768809	0.00169145	0.996641	0.0188556	0.26244	0.121504	0.174576	0.0386322	0.0781824	0.0137476	0.0267426	6.54462	1.16997	2.42901	7.14621	4.68131	3.50416	3.01246	4.39523	7.87388	2.86307	9.82945	6.26218	0.0179305	0.0291996	0.0107114	0.00302449	0.00167388	0.0254323	0
0.185246	1.1359	12.4298	74.636	16.0074	51.6104	12.2355	6.70168	83.3303	68.7715	79.7858	65.1922	82.5307	8.41173	37.477	2.96799	2.73484	0.092647	0.00219708	0.894926	0.397767	0.00597083	0.00138938	0.12096	0.072197	0.317523	0.466686	0.0222986	0.0636662	0.0987353	9.90627	8.98392	3.71423	4.7194	1.37031	1.10653	3.96293	1.64068	7.37023	2.89831	4.70585	8.18256	0.0172705	0.0413241	0.00134846	0.0594577	0.213375	0.00122181	0
0.188762	12.0711	6.25318	96.9983	88.9341	41.8021	79.8939	10.8066	24.4137	41.1787	62.4171	7.26904	38.4084	9.20846	106.484	2.0659	1.92256	0.296272	0.00555082	0.00474997	0.354403	0.0158072	0.0341043	0.127238	0.00740422	0.0961976	0.0890355	0.136189	0.0189779	0.00472142	6.0502	5.25551	2.96323	2.90455	6.84663	9.09629	2.31494	5.20583	6.16441	3.32356	9.05193	6.42997	0.127524	0.0168361	0.00159216	0.075322	0.0136987	0.0467933	0
0.107904	829.925	43.2466	57.7584	37.5312	60.6537	30.5531	94.8018	62.9534	17.3285	50.3842	28.2834	43.0652	88.2976	3.29272	2.29215	6.7375	0.440725	0.151279	0.00616602	0.00558063	0.00109231	0.377833	0.0364483	0.005385	0.0032828	0.0144953	0.00272735	0.0203245	0.208443	2.99378	6.54668	8.45583	3.12303	4.56612	2.38977	9.05566	9.613	5.77518	7.9065	7.36292	6.89919	0.00249298	0.0021772	0.148768	0.0116088	0.345322	0.278174	0
0.435269	43.0547	12.3454	47.417	10.7742	55.6136	40.803	95.647	9.24614	14.9856	57.6659	56.1141	67.4308	86.0264	719.41	8.55731	4.58473	0.11915	0.0400631	0.42126	0.00131027	0.00311808	0.0013464	0.0524464	0.0022533	0.0113834	0.940754	0.00764695	0.00189324	0.0109757	6.39659	5.53232	7.38033	9.76035	3.78572	1.02603	1.37001	9.72215	6.53779	6.64766	9.59287	9.832	0.00930888	0.457777	0.0890373	0.0227794	0.311782	0.0235992	0
0.00628122	3.4209	60.7329	36.0168	38.4801	17.2162	74.0707	94.1251	53.0426	25.2705	72.8856	66.3466	82.3702	66.5772	15.5615	4.1417	5.45428	0.307161	0.840815	0.00606799	0.5574	0.364807	0.00469154	0.00287638	0.212167	0.825738	0.104491	0.0248283	0.0228449	0.0600758	6.96149	1.57631	6.55118	1.67166	3.91256	5.17144	4.26653	3.60662	7.97804	3.58777	9.3085	9.64149	0.627056	0.00164088	0.535372	0.531234	0.0971356	0.212614	0
0.987329	45.3686	73.5147	46.2514	84.887	44.809	58.8728	32.3434	54.5013	66.5431	79.5981	54.6428	29.188	9.30204	400.973	1.70751	7.63862	0.0387183	0.0275552	0.0231181	0.255294	0.0635765	0.0148048	0.00120959	0.0477203	0.592232	0.00319923	0.00680596	0.0041468	0.405975	5.66345	9.6187	4.13163	9.78329	8.32715	8.68132	2.34556	2.4919	3.39306	7.35469	4.02882	3.28917	0.00734922	0.00898971	0.00425848	0.0732528	0.160404	0.0704209	0
0.00138662	2.42114	42.7147	99.6821	62.8577	46.7509	82.7599	48.9592	87.5171	72.9005	12.2858	55.5083	36.0465	87.1212	1.77035	4.10367	5.20641	0.342239	0.589069	0.979679	0.296244	0.165035	0.00228999	0.0151131	0.0208609	0.0205973	0.00596871	0.42662	0.00564374	0.0023479	2.42694	3.41986	1.33544	6.613	9.69003	4.75628	7.80316	8.10183	3.56994	9.80944	1.24366	2.54497	0.107061	0.00156377	0.00245988	0.00155677	0.117177	0.235877	0
0.0661979	3.4436	98.0966	10.3926	10.0213	41.0931	36.5008	72.1601	76.5427	75.4628	47.4828	23.8721	66.7478	12.529	214.503	2.05642	8.4269	0.0101653	0.00168012	0.00620445	0.0118846	0.00319963	0.0288089	0.025272	0.574808	0.00980868	0.0649154	0.00226345	0.812451	0.0103928	6.70706	2.74652	3.01231	6.01452	1.39376	1.85817	3.29107	8.28961	9.77932	1.07876	5.13369	9.51039	0.0930781	0.201784	0.820622	0.390118	0.00593319	0.249984	0
0.0902557	2.84633	51.8181	27.3711	14.1734	31.2799	78.862	23.9793	85.2504	15.0178	26.1115	6.2789	49.4229	65.4788	18.9714	2.00846	1.32939	0.0100933	0.0021977	0.0683038	0.00100281	0.0197622	0.166516	0.366501	0.0306004	0.00113784	0.00294657	0.00306591	0.0140188	0.0825505	8.23156	3.92405	5.7121	9.28372	7.5935	3.75486	4.75124	4.44589	3.0741	7.3331	4.39231	8.42745	0.121528	0.00100758	0.61871	0.0493655	0.0151369	0.00666522	0
0.00976494	331.581	26.4006	56.4897	52.3502	83.2874	74.0821	7.27279	11.8961	33.7432	23.5539	50.413	32.504	33.9175	99.7419	5.91941	1.52035	0.00537869	0.0613024	0.0634355	0.00130202	0.00543072	0.00109127	0.252922	0.00118377	0.0958329	0.213222	0.205241	0.013124	0.00218153	4.46288	6.57418	4.9125	5.97043	8.04609	5.96111	8.97487	9.24638	4.68391	8.69057	1.27606	7.97211	0.206127	0.0332869	0.00218721	0.00110442	0.00107426	0.0871112	0
0.40081	129.865	61.5782	51.1724	70.2741	61.1067	72.4002	21.481	77.1036	96.4294	75.6414	42.3281	33.6882	62.79	89.1159	3.82523	2.68999	0.101862	0.0058901	0.00212361	0.525171	0.0678816	0.177908	0.187394	0.304624	0.269497	0.00415079	0.0553758	0.00316102	0.00287826	2.82226	3.35645	9.78121	9.80368	2.15894	1.25632	7.43448	6.08042	6.70445	9.71133	7.12536	1.55451	0.00679477	0.375159	0.185932	0.00873478	0.213264	0.84167	0
0.160224	24.4247	27.9861	20.7407	68.2225	87.6788	51.8774	55.8086	88.3417	12.322	86.6972	23.0081	87.2701	76.5005	1.54723	5.30034	1.57439	0.023901	0.00167145	0.0125331	0.00619575	0.00389061	0.00240472	0.078817	0.161661	0.0837155	0.0398184	0.506398	0.398289	0.00237702	9.55926	5.62427	7.68882	9.45095	4.06441	2.94075	3.66364	7.40018	1.15578	5.81386	2.37773	4.1314	0.00100871	0.533448	0.109477	0.0269241	0.00389009	0.0630911	0
0.0082153	219.916	57.8096	6.8854	61.6427	24.5793	60.3575	28.1678	54.3513	20.0323	37.6598	83.4993	24.671	34.7074	63.8793	8.49728	5.05544	0.286316	0.0114965	0.00890313	0.0681304	0.799053	0.523854	0.0046437	0.00109109	0.332539	0.303868	0.10645	0.0860644	0.132044	3.83858	9.76342	5.01153	4.24409	8.82974	7.02882	1.6301	4.04671	2.21523	8.28121	3.82753	9.56481	0.697295	0.00594467	0.00854164	0.0624451	0.712798	0.0151313	0
0.0466095	495.67	23.0844	51.205	84.2614	92.2724	33.4146	21.504	77.6858	6.38189	45.4062	87.4617	33.4808	97.5674	85.7134	4.67263	1.16419	0.219696	0.00982182	0.00324972	0.325607	0.00277081	0.00141992	0.0104287	0.0104441	0.0207172	0.00495396	0.00669715	0.0165049	0.0562628	1.10909	4.41678	1.73471	3.5873	4.75905	5.06013	9.09787	2.17612	2.90458	7.45283	7.42209	7.4532	0.287843	0.120391	0.00152722	0.674097	0.208523	0.575833	0
0.00659324	55.9724	25.5658	73.3845	95.8853	35.3141	42.6465	94.8526	47.6699	69.4738	92.9698	96.6637	23.1568	87.8673	5.30489	5.35741	5.62656	0.754563	0.00179622	0.00482145	0.0780084	0.0036972	0.414755	0.0220472	0.0013176	0.518288	0.00130084	0.00351369	0.00429834	0.00171103	4.69576	2.31484	6.41623	6.48759	8.43153	9.35792	6.05465	3.20304	1.23401	1.12361	1.2414	2.96215	0.00887862	0.340361	0.753917	0.00373409	0.162557	0.201584	0
0.00289231	1.59157	78.9411	56.8668	89.078	45.8955	67.9245	97.6802	59.1357	28.0931	73.8803	59.7509	20.8841	36.5369	28.1786	2.28063	3.30526	0.00146464	0.215518	0.0100985	0.0405165	0.88868	0.0545187	0.0540308	0.00209937	0.00777425	0.0966824	0.602245	0.00978078	0.171232	9.55759	8.13165	3.33159	9.37539	8.21948	2.60942	5.9405	8.26689	3.46865	6.94683	5.20555	6.24725	0.00670232	0.00298716	0.196116	0.148262	0.739287	0.0546484	0
0.00418546	14.7803	50.6667	30.6051	20.7775	58.9763	32.8787	36.9575	39.8923	31.3726	95.9837	54.1156	97.069	25.3765	33.4588	2.34737	4.89246	0.527207	0.0230496	0.00541061	0.0212199	0.189779	0.0234158	0.110964	0.0128675	0.00102305	0.00267783	0.334665	0.848108	0.0010105	7.56027	2.57347	4.32313	5.86583	8.96321	8.31179	4.32689	3.78228	5.2158	3.52224	1.80069	3.07045	0.00507011	0.00501552	0.0398103	0.353514	0.00182417	0.0183843	0
0.00333133	5.90771	81.7541	80.93	27.4831	20.3716	80.8025	10.9198	98.0792	24.9748	15.4803	49.2737	30.9646	63.6228	81.7588	8.40259	1.42519	0.0119734	0.0026489	0.221575	0.211675	0.0176422	0.00273951	0.00348567	0.00105966	0.00496386	0.0514787	0.00747276	0.990769	0.0233975	4.68693	4.59757	2.89806	7.74336	5.7991	5.09129	6.82172	3.29273	4.72073	2.16027	2.50263	2.01498	0.0159893	0.00217672	0.0387773	0.00479781	0.0695441	0.00171352	0
0.00449284	116.518	6.80475	6.03091	66.0735	9.07513	77.2753	86.7614	35.8152	74.0877	34.7457	14.3191	24.2744	38.0671	252.167	3.74176	9.27896	0.865445	0.0142699	0.368596	0.0320232	0.010352	0.153745	0.00418827	0.123332	0.00323259	0.00323349	0.0313375	0.00337521	0.147336	9.44276	4.9479	9.37859	6.41077	7.07255	2.29148	7.6436	7.68809	3.51588	2.40629	5.50252	2.04044	0.0682493	0.0101679	0.108541	0.00138884	0.00110091	0.00447498	0
0.363811	2.9785	92.571	60.1252	46.5434	32.245	6.43481	15.146	10.8195	44.3715	16.4936	34.6763	62.9312	65.0727	146.317	2.58275	7.5689	0.218896	0.00894097	0.0171903	0.00485762	0.0123407	0.0452234	0.00617598	0.00499492	0.120776	0.00895573	0.0118145	0.00519945	0.019185	7.95278	5.27922	9.82184	6.64817	6.13867	1.5491	9.40217	1.0114	9.10695	5.88055	1.52537	1.84097	0.00451045	0.0448777	0.421115	0.0531062	0.0246415	0.0278875	0
0.0025695	205.897	99.6642	23.1581	47.8711	87.1276	38.5679	21.3093	67.7061	61.9872	45.9965	96.5118	5.57872	88.7115	138.925	5.82795	6.42707	0.0257625	0.05032	0.24525	0.0033947	0.0817579	0.00699357	0.00745848	0.528725	0.00156635	0.205797	0.0905016	0.00203219	0.789138	6.31139	1.65451	6.84532	7.01955	9.53306	2.45607	1.69938	4.11	7.42303	4.77005	8.10567	1.51201	0.571981	0.00537841	0.0483907	0.00453839	0.0329491	0.183062	0
0.0523098	25.4377	26.4605	36.7911	47.8875	35.464	6.78855	27.5327	96.3353	14.2597	19.4744	33.2964	42.8644	60.1409	6.09346	5.86202	1.0946	0.0174351	0.17811	0.24536	0.0065861	0.0547517	0.142949	0.23721	0.0011887	0.0791216	0.00120307	0.212009	0.00329564	0.0351491	1.35276	6.90943	8.17398	9.62742	1.20864	9.99189	3.09808	6.90008	7.61276	1.39309	4.76635	9.49751	0.00190388	0.0851119	0.00179242	0.0145799	0.199381	0.102214	0
0.0382139	107.219	23.2626	96.8886	13.6154	26.7923	69.0159	62.7035	97.2021	67.8124	78.8411	10.2747	18.4793	90.4945	5.43028	3.20365	7.5951	0.0361078	0.0567678	0.00263424	0.00121002	0.00153443	0.00126127	0.111132	0.0711868	0.122396	0.00693608	0.0782966	0.00119245	0.00576886	3.49179	2.61997	3.63467	2.76444	6.12651	2.53214	5.74265	2.53345	6.37228	5.35019	7.92284	6.42588	0.0290425	0.0276463	0.0174558	0.00169457	0.00124254	0.0361677	0
0.13361	38.4031	55.4497	75.8975	88.1256	42.2088	42.2821	8.83447	32.1764	14.9201	24.1556	49.6768	37.7811	59.905	878.407	7.44242	1.65676	0.0167447	0.63009	0.0100014	0.32379	0.00371645	0.334737	0.0639457	0.460208	0.124938	0.00602493	0.00139641	0.0316465	0.00387346	1.58113	5.0906	3.49926	1.29714	8.52063	2.78956	7.89763	5.08152	4.65823	4.04418	2.5674	4.33836	0.00331749	0.0101304	0.005795	0.52761	0.00285565	0.00274238	0
0.188169	33.1045	60.4904	88.6194	32.2428	70.9414	62.0385	16.2282	21.0668	58.6179	63.8824	68.3092	13.2622	19.3556	27.6976	4.2317	1.1064	0.910686	0.018016	0.0687447	0.0651683	0.571069	0.31668	0.106488	0.25075	0.00370544	0.026155	0.00135267	0.561531	0.310383	7.05572	3.31577	1.85437	5.48515	3.50184	4.39456	7.89393	6.93998	6.35429	7.12534	9.73606	8.14105	0.446309	0.00483145	0.00469874	0.571268	0.00112485	0.708189	0
0.0397022	568.035	5.02103	18.7852	91.9285	42.897	57.794	28.8458	78.2014	83.5184	70.3143	38.8139	47.1283	9.1194	670.654	9.04161	8.75188	0.156359	0.0226236	0.13409	0.00112485	0.00863842	0.642014	0.222535	0.0627962	0.0392584	0.0434772	0.00734359	0.0533972	0.975684	6.00441	8.15339	2.7944	2.87152	9.54859	4.3479	2.40525	1.77967	6.33102	3.96897	4.97477	5.79947	0.835023	0.322486	0.216084	0.00146312	0.00171754	0.00271377	0
0.00108608	8.13145	85.5467	64.5218	85.3789	12.1496	24.678	65.7535	10.5571	41.7417	51.5261	18.3423	82.0084	77.8313	398.007	1.5851	7.16088	0.025218	0.00447796	0.00738647	0.357443	0.669695	0.164465	0.0018103	0.0421924	0.00135496	0.00399699	0.00891031	0.00527588	0.214756	9.33204	6.09952	3.93568	9.19237	4.34778	1.69933	7.22697	5.07574	4.90732	2.16161	9.08078	7.23873	0.731999	0.0130741	0.00768022	0.00103353	0.312635	0.0349976	0
0.109795	12.4601	53.1642	76.1867	93.3716	84.8097	72.778	34.6369	5.64281	58.6489	42.4879	50.9581	46.1044	51.4951	9.94844	2.37347	8.45558	0.0686317	0.115204	0.00102562	0.0257884	0.0150459	0.041638	0.00269088	0.00273768	0.143681	0.0292663	0.00700034	0.0186821	0.0120579	8.56021	8.18179	3.99967	1.19585	5.78852	7.26005	7.42581	5.59153	1.61286	8.22237	1.17327	4.65305	0.00229712	0.0735959	0.00503991	0.0355376	0.00104828	0.153421	0
0.777721	2.94969	19.3017	75.5331	41.5946	94.4638	58.0397	48.1071	11.8343	30.9966	56.2594	37.3872	30.4844	81.166	122.62	2.26945	5.37907	0.0421229	0.0253323	0.107878	0.0435328	0.0152177	0.0545702	0.0167204	0.00274113	0.139985	0.271723	0.241621	0.0161463	0.0457892	4.58787	1.97239	4.56307	3.1969	4.12742	2.40782	8.06256	5.93542	6.18331	3.3057	1.70971	9.31517	0.00527785	0.001549	0.162579	0.8322	0.0301722	0.432684	0
0.0242162	609.177	33.16	19.2132	64.8825	33.5922	70.1275	16.3469	63.1082	62.3649	98.7228	63.4585	48.0688	51.4417	1.134	2.88738	3.89621	0.753038	0.0541507	0.00734028	0.0249704	0.263386	0.0524572	0.0810396	0.147059	0.618409	0.272934	0.0113391	0.00104887	0.0411273	7.99153	1.12475	1.55631	1.27929	4.06586	9.00739	7.71932	6.0396	7.58805	6.86558	2.04397	4.6779	0.182373	0.00143695	0.00566712	0.0088988	0.857125	0.954064	0
0.158688	4.04088	12.269	11.0596	48.3209	35.813	86.2011	93.2164	90.1604	35.923	73.5129	89.9527	30.7153	46.7138	5.53742	3.59362	3.39724	0.00320968	0.144489	0.00105195	0.227643	0.00284753	0.0021849	0.00243813	0.00439578	0.00426793	0.00797627	0.0219083	0.00290874	0.00221777	5.7255	2.55406	7.26889	6.11799	6.43946	9.54003	5.09992	8.12179	1.16109	4.18774	5.2743	3.8656	0.0046536	0.354505	0.035811	0.707596	0.0014854	0.0967079	0
0.0126856	234.899	86.1331	50.77	70.8663	53.8293	82.146	95.8578	78.7914	24.0334	73.1444	81.4362	41.8753	48.1501	3.72105	8.0241	1.7613	0.00231936	0.00344181	0.114173	0.0985727	0.00126981	0.0503511	0.0481294	0.0899695	0.00106618	0.611449	0.0246629	0.00393763	0.044313	7.25379	5.56816	3.28125	8.19667	5.96481	4.6777	4.29965	5.76501	6.30443	8.35038	7.35033	2.3076	0.630522	0.0470904	0.844472	0.776223	0.00134025	0.282307	0
0.403504	479.591	85.2943	49.4978	33.6695	98.5641	37.5757	14.592	83.9969	36.1649	85.0074	77.7736	27.1929	92.5326	4.77207	2.1001	1.55481	0.43839	0.15209	0.00786738	0.00523011	0.726674	0.00630372	0.447265	0.00255543	0.381136	0.535512	0.0272676	0.0309883	0.0577066	3.62892	7.37187	3.62145	9.23398	3.61822	1.03273	1.64967	1.79346	8.22547	4.5847	2.14444	9.39554	0.046943	0.00130168	0.0226446	0.00341165	0.00227326	0.0137057	0
0.0072876	10.802	10.8876	29.7003	13.3738	9.64058	10.5636	74.5056	16.7895	82.2532	37.7136	66.0031	26.9365	65.1324	1.86546	8.01668	5.01308	0.243073	0.950575	0.00863749	0.309931	0.0165812	0.0151915	0.0120224	0.00559691	0.00702434	0.0567348	0.188436	0.281051	0.0702718	5.77113	5.78308	3.02994	1.4774	9.97948	4.90485	4.69948	3.4601	4.45008	6.80486	5.53358	8.59078	0.00889174	0.00581964	0.0389935	0.337214	0.0741084	0.515935	0
